state,district,block,village,business_category,commodity_or_service,unit,date,year,month,season,festival_month_flag,fuel_price_index,mandi_footfall_index,historical_price_inr,historical_demand_volume,price_next_1m,price_next_3m,price_next_6m,demand_next_1m,demand_next_3m,price_volatility_3m,price_trend,pricing_recommendation
Bihar,Begusarai,Barauni,Amarpur,Digital / CSC / Online Services,Banking/Aadhaar,INR/Transaction,2024-05-01,2024,5,Summer,0,85.24,101.65,55.27,479.2,53.54,52.64,51.92,515.2,590.1,0.9,Downward,Promotional Discounting
Bihar,Begusarai,Barauni,Amarpur,Digital / CSC / Online Services,Banking/Aadhaar,INR/Transaction,2024-06-01,2024,6,Monsoon,0,84.95,100.1,53.54,515.2,52.51,51.33,52.54,502.9,475.4,0.72,Downward,Promotional Discounting
Bihar,Begusarai,Barauni,Amarpur,Digital / CSC / Online Services,Banking/Aadhaar,INR/Transaction,2024-07-01,2024,7,Monsoon,0,85.1,99.96,52.51,502.9,52.64,50.37,53.92,590.1,468.2,1.14,Downward,Promotional Discounting
Bihar,Begusarai,Barauni,Amarpur,Digital / CSC / Online Services,Banking/Aadhaar,INR/Transaction,2024-08-01,2024,8,Monsoon,1,83.89,100.18,52.64,590.1,51.33,51.92,54.53,475.4,515.7,0.46,Stable,Promotional Discounting
Bihar,Begusarai,Barauni,Amarpur,Digital / CSC / Online Services,Banking/Aadhaar,INR/Transaction,2024-09-01,2024,9,Monsoon,0,83.56,99.16,51.33,475.4,50.37,52.54,56.44,468.2,521.6,0.59,Upward,Gradual Price Hike
Bihar,Begusarai,Barauni,Amarpur,Handicrafts / Artisan Products,Handcrafted Decor,INR/Piece,2024-01-01,2024,1,Winter,0,90.54,99.5,330.74,315.1,338.7,340.47,317.33,265.6,277.5,0.0,Upward,Gradual Price Hike
Bihar,Begusarai,Barauni,Amarpur,Handicrafts / Artisan Products,Handcrafted Decor,INR/Piece,2024-02-01,2024,2,Winter,0,89.37,100.13,338.7,265.6,346.75,331.9,316.06,303.1,306.5,3.98,Downward,Promotional Discounting
Bihar,Begusarai,Barauni,Amarpur,Handicrafts / Artisan Products,Handcrafted Decor,INR/Piece,2024-03-01,2024,3,Summer,1,89.44,101.93,346.75,303.1,340.47,321.53,311.31,277.5,270.8,6.54,Downward,Promotional Discounting
Bihar,Begusarai,Barauni,Amarpur,Handicrafts / Artisan Products,Handcrafted Decor,INR/Piece,2024-04-01,2024,4,Summer,0,89.97,99.87,340.47,277.5,331.9,317.33,318.46,306.5,307.6,3.46,Downward,Promotional Discounting
Bihar,Begusarai,Barauni,Amarpur,Handicrafts / Artisan Products,Handcrafted Decor,INR/Piece,2024-05-01,2024,5,Summer,0,89.56,98.81,331.9,306.5,321.53,316.06,318.01,270.8,295.4,6.09,Downward,Promotional Discounting
Bihar,Begusarai,Barauni,Amarpur,Handicrafts / Artisan Products,Handcrafted Decor,INR/Piece,2024-06-01,2024,6,Monsoon,0,89.77,98.38,321.53,270.8,317.33,311.31,319.8,307.6,302.7,7.74,Downward,Promotional Discounting
Bihar,Begusarai,Barauni,Amarpur,Handicrafts / Artisan Products,Handcrafted Decor,INR/Piece,2024-07-01,2024,7,Monsoon,0,88.61,97.2,317.33,307.6,316.06,318.46,333.04,295.4,285.4,6.12,Stable,Competitive Market Rate
Bihar,Begusarai,Barauni,Amarpur,Handicrafts / Artisan Products,Handcrafted Decor,INR/Piece,2024-08-01,2024,8,Monsoon,1,88.36,99.8,316.06,295.4,311.31,318.01,335.56,302.7,309.0,2.34,Stable,Competitive Market Rate
Bihar,Begusarai,Barauni,Amarpur,Handicrafts / Artisan Products,Handcrafted Decor,INR/Piece,2024-09-01,2024,9,Monsoon,0,89.1,98.52,311.31,302.7,318.46,319.8,337.4,285.4,286.0,2.59,Upward,Gradual Price Hike
